key	calle	altura	barrio	usig_lat	usig_lon	georef_lat	georef_lon	n_ok	max_pairwise_m	consensus_lat	consensus_lon
mansilla|2936|recoleta	Mansilla	2936	Recoleta	-34.594824	-58.408418	-34.59483008304358	-58.408275328132945	2	13.1	-34.594827	-58.4083467
cespedes|2300|belgrano	Cespedes	2300	Belgrano	-34.567657	-58.447419	-34.5676997881001	-58.4475316932668	2	11.4	-34.5676784	-58.4474753
riobamba|1200|recoleta	Riobamba	1200	Recoleta	-34.59481	-58.394575	-34.5947245746362	-58.3945071145369	2	11.3	-34.5947673	-58.3945411
pereyra lucena|2500|palermo	Pereyra Lucena	2500	Palermo					0			
lola mora|400|puerto madero	Lola Mora	400	Puerto Madero					0			
jose hernandez|2700|belgrano	Jose Hernandez	2700	Belgrano	-34.567292	-58.4562	-34.5673059000239	-58.456323036098	2	11.4	-34.567299	-58.4562615
av cordoba|400|retiro	Av Córdoba	400	Retiro	-34.598583	-58.372591	-34.5985171267751	-58.3727944597836	2	20.0	-34.5985501	-58.3726927
demaria|4400|palermo	Demaria	4400	Palermo					0			
ayacucho|400|san nicolas	Ayacucho	400	San Nicolas	-34.604591	-58.395328	-34.604496911065	-58.3952885918181	2	11.0	-34.604544	-58.3953083
pacheco de melo|2900|recoleta	Pacheco De Melo	2900	Recoleta	-34.585573	-58.403491	-34.585488027308	-58.4035486573812	2	10.8	-34.5855305	-58.4035198
olleros|1700|palermo	Olleros	1700	Palermo	-34.564408	-58.437251	-34.5644983303917	-58.4374153693204	2	18.1	-34.5644532	-58.4373332
av pueyrredon|2400|recoleta	Av. Pueyrredon	2400	Recoleta	-34.586333	-58.395129	-34.5863537470541	-58.3949777884123	2	14.1	-34.5863434	-58.3950534
florida|900|retiro	Florida	900	Retiro	-34.597592	-58.375464	-34.5975000398532	-58.3754017068248	2	11.7	-34.597546	-58.3754329
azucena villaflor|500|puerto madero	Azucena Villaflor	500	Puerto Madero	-34.611493	-58.360985	-34.61157805574968	-58.36148792268667	2	47.1	-34.6115355	-58.3612365
ciudad de la paz|200|palermo	Ciudad De La Paz	200	Palermo	-34.575315	-58.440179	-34.5751806675198	-58.4402742104647	2	17.3	-34.5752478	-58.4402266
camila o gorman|373|puerto madero	Camila O Gorman	373	Puerto Madero	-34.621287	-58.361718	-34.621297751637236	-58.36178885362042	2	6.6	-34.6212924	-58.3617534
malabia|1900|palermo	Malabia	1900	Palermo	-34.588939	-58.424382	-34.5889221412161	-58.4242510765098	2	12.2	-34.5889306	-58.4243165
av triunvirato|4100|villa urquiza	Av. Triunvirato	4100	Villa Urquiza	-34.579238	-58.478909	-34.5791250390263	-58.4789880453281	2	14.5	-34.5791815	-58.4789485
la pampa|600|belgrano	La Pampa	600	Belgrano	-34.553071	-58.434548	-34.5529383944924	-58.4342124776513	2	34.1	-34.5530047	-58.4343802
ohiggins|2000|belgrano	O'Higgins	2000	Belgrano	-34.56088	-58.452127	-34.560780405278	-58.4521498723841	2	11.2	-34.5608302	-58.4521384
av del libertador|5000|belgrano	Av. Del Libertador	5000	Belgrano	-34.563761	-58.436685	-34.563580224956	-58.4365626354517	2	23.0	-34.5636706	-58.4366238
maure|1700|palermo	Maure	1700	Palermo	-34.566448	-58.435686	-34.5666850089512	-58.4359384822355	2	35.0	-34.5665665	-58.4358122
bulnes|2700|palermo	Bulnes	2700	Palermo	-34.58125	-58.406333	-34.5811819486796	-58.4062337279131	2	11.8	-34.581216	-58.4062834
av del libertador|3500|palermo	Av. Del Libertador	3500	Palermo	-34.573547	-58.417935	-34.5735380502134	-58.4179492897448	2	1.6	-34.5735425	-58.4179421
neuquen|1800|caballito	Neuquen	1800	Caballito	-34.615934	-58.45826	-34.6159005035115	-58.4584991897767	2	22.2	-34.6159173	-58.4583796
artilleros|1830|belgrano	Artilleros	1830	Belgrano	-34.557133	-58.44242	-34.55732256753233	-58.44220162799488	2	29.0	-34.5572278	-58.4423108
vilela|2500|nunez	Vilela	2500	Nuñez	-34.546195	-58.470802	-34.5462005840925	-58.4708207120127	2	1.8	-34.5461978	-58.4708114
av cordoba|5800|palermo	Av. Cordoba	5800	Palermo	-34.586227	-58.442402	-34.5860987996388	-58.4424252464005	2	14.4	-34.5861629	-58.4424136
asamblea|200|parque chacabuco	Asamblea	200	Parque Chacabuco	-34.631652	-58.428298	-34.631581361143	-58.428495682195	2	19.7	-34.6316167	-58.4283968
concepcion arenal|2900|palermo	Concepcion Arenal	2900	Palermo	-34.578292	-58.441326	-34.5783323409335	-58.4414396937376	2	11.4	-34.5783122	-58.4413828
mendoza|2600|belgrano	Mendoza	2600	Belgrano	-34.562171	-58.459265	-34.5621935527861	-58.4593807688922	2	10.9	-34.5621823	-58.4593229
malabia|2097|palermo	Malabia	2097	Palermo	-34.587945	-58.422678	-34.587827699428814	-58.42258331403597	2	15.6	-34.5878863	-58.4226307
pedro goyena|1600|caballito	Pedro Goyena	1600	Caballito	-34.628186	-58.450181	-34.6281454967645	-58.4503951575189	2	20.1	-34.6281657	-58.4502881
juana manso|1141|puerto madero	Juana Manso	1141	Puerto Madero	-34.61064	-58.362734	-34.61033877524347	-58.36270430583092	2	33.5	-34.6104894	-58.3627192
arenales|1600|recoleta	Arenales	1600	Recoleta	-34.59434	-58.389975	-34.5947258012251	-58.3900439914824	2	43.3	-34.5945329	-58.3900095
camila gorman|300|puerto madero	Camila Gorman	300	Puerto Madero					0			
chorroarin|400|agronomia	Chorroarin	400	Agronomia	-34.592593	-58.476225	-34.5925435060803	-58.4761921169073	2	6.3	-34.5925683	-58.4762086
av eva peron|1000|parque chacabuco	Av. Eva Peron	1000	Parque Chacabuco					0			
ayacucho|2000|recoleta	Ayacucho	2000	Recoleta	-34.587659	-58.389222	-34.5876467915456	-58.3891997064094	2	2.5	-34.5876529	-58.3892109
esmeralda|920|retiro	Esmeralda	920	Retiro	-34.597288	-58.378433	-34.597408914810416	-58.37837878026161	2	14.3	-34.5973485	-58.3784059
quintana|500|recoleta	Quintana	500	Recoleta	-34.588425	-58.38994	-34.5883215011305	-58.3899662840822	2	11.7	-34.5883733	-58.3899531
av chiclana|3100|parque patricios	Av Chiclana	3100	Parque Patricios	-34.632075	-58.407956	-34.6320976157134	-58.4081016131796	2	13.6	-34.6320863	-58.4080288
doblas|900|caballito	Doblas	900	Caballito	-34.627311	-58.429601	-34.6274128804883	-58.4296339106748	2	11.7	-34.6273619	-58.4296175
julieta lanteri|1200|puerto madero	Julieta Lanteri	1200	Puerto Madero					0			
beghring|2500|villa urquiza	Beghring	2500	Villa Urquiza					0			
11 de septiembre|1700|belgrano	11 De Septiembre	1700	Belgrano	-34.562651	-58.447898	-34.5625457447614	-58.4479110319009	2	11.7	-34.5625984	-58.4479045
av scalabrini ortiz|2000|palermo	Av. Scalabrini Ortiz	2000	Palermo	-34.588597	-58.421648	-34.5886142559492	-58.4214884868904	2	14.8	-34.5886056	-58.4215682
arce|200|palermo	Arce	200	Palermo					0			
saavedra|800|san cristobal	Saavedra	800	San Cristobal	-34.618655	-58.402225	-34.6187558335534	-58.4022467449094	2	11.4	-34.6187054	-58.4022359
pacheco de melo|2700|recoleta	Pacheco De Melo	2700	Recoleta	-34.586554	-58.401852	-34.5864683864529	-58.4019088279702	2	10.8	-34.5865112	-58.4018804
oliden|100|liniers	Oliden	100	Liniers	-34.640349	-58.517056	-34.6404491593635	-58.5170832760105	2	11.4	-34.6403991	-58.5170696
libertador|2300|palermo	Libertador	2300	Palermo	-34.580905	-58.404473	-34.5805154725068	-58.4046448023107	2	46.0	-34.5807102	-58.4045589
av del libertador|7400|nunez	Avenida Del Libertador	7400	Nuñez	-34.545595	-58.458905	-34.5454021676224	-58.4589242971015	2	21.5	-34.5454986	-58.4589146
julian alvarez|300|villa crespo	Julian Alvarez	300	Villa Crespo	-34.601424	-58.437419	-34.6014098888278	-58.437288272242	2	12.1	-34.6014169	-58.4373536
juana manso|1400|puerto madero	Juana Manso	1400	Puerto Madero	-34.613383	-58.36216	-34.613481210954	-58.3621972127727	2	11.4	-34.6134321	-58.3621786
dr luis agote|2300|recoleta	Dr. Luis Agote	2300	Recoleta	-34.586804	-58.396646	-34.5867812259291	-58.3965144818944	2	12.3	-34.5867926	-58.3965802
charcas|3900|palermo	Charcas	3900	Palermo	-34.587019	-58.418742	-34.5869227544317	-58.4187831043257	2	11.3	-34.5869709	-58.4187626
vera|966|villa crespo	Vera	966	Villa Crespo	-34.594888	-58.441652	-34.59486058262922	-58.44159941721475	2	5.7	-34.5948743	-58.4416257
cervino|3200|palermo	Cerviño	3200	Palermo	-34.581644	-58.405111	-34.5815616146235	-58.4051842619402	2	11.3	-34.5816028	-58.4051476
guido|1600|recoleta	Guido	1600	Recoleta	-34.591772	-58.387869	-34.5916482956303	-58.3879501278544	2	15.6	-34.5917101	-58.3879096
austria|1900|recoleta	Austria	1900	Recoleta	-34.589687	-58.406417	-34.589661175089	-58.4062903280196	2	12.0	-34.5896741	-58.4063537
azopardo|700|san telmo	Azopardo	700	San Telmo	-34.615585	-58.367512	-34.6156853097516	-58.3675683096243	2	12.3	-34.6156352	-58.3675402
rivera indarte|124|flores	Rivera Indarte	124	Flores	-34.630355	-58.462079	-34.63036502150911	-58.462122376376776	2	4.1	-34.63036	-58.4621007
andonaegui|2100|villa urquiza	Andonaegui	2100	Villa Urquiza	-34.579062	-58.486791	-34.5789458448308	-58.4868358899048	2	13.5	-34.5790039	-58.4868134
humboldt|381|villa crespo	Humboldt	381	Villa Crespo	-34.595271	-58.44833	-34.59515639765377	-58.4482646880899	2	14.1	-34.5952137	-58.4482973
alicia moreau de justo|700|puerto madero	Alicia Moreau De Justo	700	Puerto Madero	-34.605275	-58.366874	-34.6051773649541	-58.3669629583756	2	13.6	-34.6052262	-58.3669185
cordoba|659|retiro	Cordoba	659	Retiro	-34.598679	-58.376231	-34.59876627000394	-58.37623881588029	2	9.7	-34.5987226	-58.3762349
galicia|700|villa crespo	Galicia	700	Villa Crespo	-34.605182	-58.450421	-34.6052350986198	-58.4505939262009	2	16.9	-34.6052085	-58.4505075
thames|2100|palermo	Thames	2100	Palermo	-34.584885	-58.426434	-34.584856912833	-58.4263137292559	2	11.5	-34.584871	-58.4263739
av luis maria campos|1400|belgrano	Av. Luis Maria Campos	1400	Belgrano	-34.563685	-58.442683	-34.5636263035734	-58.4426219059986	2	8.6	-34.5636557	-58.4426525
av cabildo|2900|belgrano	Av. Cabildo	2900	Belgrano	-34.555644	-58.462604	-34.5554804205825	-58.4625330450193	2	19.3	-34.5555622	-58.4625685
bartolome mitre|1400|san nicolas	Bartolome Mitre	1400	San Nicolas	-34.607632	-58.386202			1		-34.607632	-58.386202
san juan|3500|boedo	San Juan	3500	Boedo	-34.625336	-58.41457	-34.6252676347138	-58.4146908125798	2	13.4	-34.6253018	-58.4146304
miranda|5200|monte castro	Miranda	5200	Monte Castro	-34.624762	-58.507874	-34.6248056326028	-58.5079869316985	2	11.4	-34.6247838	-58.5079305
guatemala|6000|palermo	Guatemala	6000	Palermo	-34.57721	-58.435983	-34.5771095376696	-58.4360181581128	2	11.6	-34.5771598	-58.4360006
virrey arredondo|2300|belgrano	Virrey Arredondo	2300	Belgrano	-34.566233	-58.450096	-34.5662760185147	-58.4502098329133	2	11.5	-34.5662545	-58.4501529
carranza|2000|palermo	Carranza	2000	Palermo	-34.580108	-58.435656	-34.5800769423766	-58.4355299084516	2	12.1	-34.5800925	-58.435593
av acoyte|900|caballito	Av. Acoyte	900	Caballito	-34.607833	-58.440174	-34.6077418663001	-58.4401146132127	2	11.5	-34.6077874	-58.4401443
nicolas repetto|1040|caballito	Nicolas Repetto	1040	Caballito	-34.609808	-58.448413	-34.609755984367105	-58.44837543259147	2	6.7	-34.609782	-58.4483942
pedro goyena|1000|caballito	Pedro Goyena	1000	Caballito	-34.626619	-58.44136	-34.6265552079683	-58.4414832890751	2	13.3	-34.6265871	-58.4414216
ramallo|1700|nunez	Ramallo	1700	Nuñez	-34.53957	-58.465722	-34.5395762150961	-58.4658465283865	2	11.5	-34.5395731	-58.4657843
av santa fe|700|retiro	Av Santa Fe	700	Retiro	-34.59586	-58.376961	-34.5957391175753	-58.376973456961	2	13.5	-34.5957996	-58.3769672
miranda|3640|villa del parque	Miranda	3640	Villa Del Parque	-34.613336	-58.492734	-34.613149576303286	-58.4926107690114	2	23.6	-34.6132428	-58.4926724
rivera|4300|coghlan	Rivera	4300	Coghlan	-34.567565	-58.479712	-34.5675800156334	-58.4798374843101	2	11.6	-34.5675725	-58.4797747
republica de eslovenia|1900|palermo	Republica De Eslovenia	1900	Palermo	-34.570219	-58.434101	-34.5702717363535	-58.4342007773194	2	10.9	-34.5702454	-58.4341509
san martin|900|retiro	San Martín	900	Retiro	-34.597518	-58.374292	-34.5974253367957	-58.3742541798883	2	10.8	-34.5974717	-58.3742731
lafinur|3300|palermo	Lafinur	3300	Palermo	-34.577678	-58.412645	-34.5776211087742	-58.4125330548286	2	12.1	-34.5776496	-58.412589
urdininea|1700|villa urquiza	Urdininea	1700	Villa Urquiza	-34.578787	-58.475543	-34.5786917047433	-58.4755013866541	2	11.2	-34.5787394	-58.4755222
martin coronado|3200|palermo	Martin Coronado	3200	Palermo	-34.576971	-58.401883	-34.5768892769535	-58.4019060111073	2	9.3	-34.5769301	-58.4018945
zabala|1700|belgrano	Zabala	1700	Belgrano	-34.563644	-58.442424	-34.5636263035734	-58.4426219059986	2	18.3	-34.5636352	-58.442523
av belgrano|1100|monserrat	Av. Belgrano	1100	Monserrat	-34.613127	-58.38174	-34.6131303906277	-58.3817547072777	2	1.4	-34.6131287	-58.3817474
quintana|281|recoleta	Quintana	281	Recoleta	-34.59016	-58.387629	-34.590120930077816	-58.38774200546341	2	11.2	-34.5901405	-58.3876855
arenales|3000|recoleta	Arenales	3000	Recoleta	-34.590292	-58.406989	-34.5901942772368	-58.4070221572523	2	11.3	-34.5902431	-58.4070056
av independencia|1300|monserrat	Av Independencia	1300	Monserrat	-34.617873	-58.384162	-34.6177939804778	-58.384318034459	2	16.8	-34.6178335	-58.38424
san martin|1100|retiro	San Martín	1100	Retiro	-34.595153	-58.374442	-34.5950600040755	-58.3743996758098	2	11.0	-34.5951065	-58.3744208
raul scalabrini ortiz|300|villa crespo	Raúl Scalabrini Ortiz	300	Villa Crespo	-34.599857	-58.438922	-34.5998744283779	-58.4387649558438	2	14.5	-34.5998657	-58.4388435
quintana|200|recoleta	Quintana	200	Recoleta	-34.590878	-58.386864	-34.5907752321985	-58.386917594204	2	12.4	-34.5908266	-58.3868908
marcelo t de alvear|1700|recoleta	Marcelo T De Alvear	1700	Recoleta	-34.597257	-58.3917	-34.5972191128354	-58.3918064444997	2	10.6	-34.5972381	-58.3917532
paraguay|3500|palermo	Paraguay	3500	Palermo	-34.592537	-58.414282	-34.5923917196726	-58.4143778628822	2	18.4	-34.5924644	-58.4143299
pasaje el lazo|3100|palermo	Pasaje El Lazo	3100	Palermo					0			
esmeralda|1000|retiro	Esmeralda	1000	Retiro	-34.596504	-58.378487	-34.5963678365507	-58.3784379783464	2	15.8	-34.5964359	-58.3784625
manuela pedraza|2500|nunez	Manuela Pedraza	2500	Nuñez	-34.552244	-58.467134	-34.5522621664104	-58.4672506262445	2	10.9	-34.5522531	-58.4671923
av del libertador|3800|palermo	Av Del Libertador	3800	Palermo	-34.572065	-58.421779	-34.5718229028359	-58.4217413791819	2	27.1	-34.571944	-58.4217602
julian alvarez|2360|palermo	Julián Alvarez	2360	Palermo	-34.587715	-58.416383	-34.58768423447603	-58.41622094812505	2	15.3	-34.5876996	-58.416302
posadas|1500|recoleta	Posadas	1500	Recoleta	-34.587637	-58.387032			1		-34.587637	-58.387032
av mosconi|3200|villa pueyrredon	Avenida Mosconi	3200	Villa Pueyrredon	-34.588685	-58.506019	-34.5886819225519	-58.5061775881903	2	14.6	-34.5886835	-58.5060983
libertador|7400|nunez	Libertador	7400	Nuñez	-34.545595	-58.458905	-34.5454021676224	-58.4589242971015	2	21.5	-34.5454986	-58.4589146
andres lamas|900|flores	Andres Lamas	900	Flores	-34.617115	-58.462222	-34.6170165993631	-58.4622175627638	2	10.9	-34.6170658	-58.4622198
fray justo santa maria de oro|2500|palermo	Fray Justo Santa Maria De Oro	2500	Palermo	-34.579335	-58.424498	-34.579291313728	-58.4243774423007	2	12.1	-34.5793132	-58.4244377
corrientes av|4400|almagro	Corrientes, Av	4400	Almagro	-34.602661	-58.426973	-34.602565482483	-58.4271038866811	2	16.0	-34.6026132	-58.4270384
soler|5700|palermo	Soler	5700	Palermo	-34.580232	-58.43349	-34.5800786794531	-58.4335943290356	2	19.5	-34.5801553	-58.4335422
echeverria|1900|belgrano	Echeverria	1900	Belgrano	-34.560229	-58.451147	-34.5602526974589	-58.4512610371231	2	10.8	-34.5602408	-58.451204
vicente lopez|1600|recoleta	Vicente Lopez	1600	Recoleta					0			
av cabildo|3700|nunez	Av Cabildo	3700	Nuñez	-34.549088	-58.468255	-34.5489401494079	-58.4681892746735	2	17.5	-34.5490141	-58.4682221
palpa|2900|villa urquiza	Palpa	2900	Villa Urquiza	-34.573707	-58.449674	-34.573826357544	-58.4498010462065	2	17.6	-34.5737667	-58.4497375
juana manso|156|puerto madero	Juana Manso	156	Puerto Madero	-34.599503	-58.363977	-34.59955151350903	-58.36393872755469	2	6.4	-34.5995273	-58.3639579
jose hernandez|1600|belgrano	José Hernandez	1600	Belgrano	-34.561017	-58.445275	-34.5611414293226	-58.4455276829632	2	27.0	-34.5610792	-58.4454013
migueletes|1600|belgrano	Migueletes	1600	Belgrano					0			
aranguren juan f dr|564|caballito	Aranguren, Juan F., Dr	564	Caballito	-34.613356	-58.439467	-34.61330312741962	-58.43946764597489	2	5.9	-34.6133296	-58.4394673
humberto 1|500|san telmo	Humberto 1°	500	San Telmo	-34.620752	-58.372743	-34.6207225075736	-58.3728503432821	2	10.4	-34.6207373	-58.3727967
encarnacion ezcurra|400|puerto madero	Encarnación Ezcurra	400	Puerto Madero	-34.616145	-58.362105	-34.6161457760806	-58.362073976333	2	2.8	-34.6161454	-58.3620895
av coronel diaz|2600|palermo	Avenida Coronel Díaz	2600	Palermo	-34.582396	-58.40572	-34.5823419028524	-58.4055842703724	2	13.8	-34.582369	-58.4056521
costa rica|5400|palermo	Costa Rica	5400	Palermo					0			
las heras|2000|recoleta	Las Heras	2000	Recoleta	-34.590197	-58.393963	-34.5900750143602	-58.3939682865229	2	13.5	-34.590136	-58.3939656
carlos calvo|2745|san cristobal	Carlos Calvo	2745	San Cristobal	-34.621255	-58.403608	-34.62128968242105	-58.40355848797095	2	6.0	-34.6212723	-58.4035832
av riestra|5500|villa lugano	Avenida Riestra	5500	Villa Lugano	-34.675437	-58.473152	-34.6755302856513	-58.4732954571178	2	16.7	-34.6754836	-58.4732237
mexico|2017|san nicolas	Mexico	2017	San Nicolas	-34.615863	-58.394953	-34.61590766265728	-58.39484075978859	2	11.4	-34.6158853	-58.3948969
ciudad de la paz|2700|belgrano	Ciudad De La Paz	2700	Belgrano	-34.557497	-58.462113	-34.5573991651733	-58.4621406156355	2	11.1	-34.5574481	-58.4621268
marcelo t de alvear|600|recoleta	Marcelo T. De Alvear	600	Recoleta	-34.596275	-58.37531	-34.5962450726422	-58.3754136646145	2	10.1	-34.59626	-58.3753618
av coronel diaz|2500|recoleta	Avenida Coronel Díaz	2500	Recoleta	-34.583501	-58.406321	-34.583459333039	-58.4061724972919	2	14.4	-34.5834802	-58.4062467
niceto vega|5700|palermo	Niceto Vega	5700	Palermo	-34.586145	-58.440304	-34.5859944943194	-58.4403784290019	2	18.0	-34.5860697	-58.4403412
gorostiaga|1700|palermo	Gorostiaga	1700	Palermo	-34.566003	-58.436923	-34.5660571864728	-58.4370194531385	2	10.7	-34.5660301	-58.4369712
lola mora|500|puerto madero	Lola Mora	500	Puerto Madero	-34.619049	-58.360568	-34.6189807225191	-58.3595369084425	2	94.9	-34.6190149	-58.3600525
av rivadavia|4702|caballito	Avenida Rivadavia	4702	Caballito	-34.616361	-58.431892	-34.616166251110805	-58.43164660367815	2	31.2	-34.6162636	-58.4317693
lugones|2300|villa urquiza	Lugones	2300	Villa Urquiza	-34.572344	-58.478477	-34.5722472190616	-58.4785071965458	2	11.1	-34.5722956	-58.4784921
manzanares|4559|saavedra	Manzanares	4559	Saavedra	-34.557373	-58.489026	-34.55742460448345	-58.48904911711314	2	6.1	-34.5573988	-58.4890376
jose hernandez|1400|belgrano	Jose Hernandez	1400	Belgrano	-34.559865	-58.443259	-34.5598774629963	-58.443382566364	2	11.4	-34.5598712	-58.4433208
arenales|1700|recoleta	Arenales	1700	Recoleta	-34.594967	-58.391954	-34.5949211442996	-58.392054773471	2	10.6	-34.5949441	-58.3920044
av diaz velez|4000|almagro	Av. Díaz Vélez	4000	Almagro	-34.608676	-58.422807	-34.608599723309	-58.4230359891893	2	22.6	-34.6086379	-58.4229215
av rivadavia|1600|san nicolas	Av. Rivadavia	1600	San Nicolas	-34.609169	-58.389278	-34.6090788206747	-58.3891723914098	2	13.9	-34.6091239	-58.3892252
sanchez de bustamante|1200|recoleta	Sánchez De Bustamante	1200	Recoleta	-34.596907	-58.413075	-34.5968268899412	-58.4129897470628	2	11.8	-34.5968669	-58.4130324
av scalabrini ortiz|1600|palermo	Avenida Scalabrini Ortiz	1600	Palermo	-34.590868	-58.425065	-34.5908786175991	-58.4249081123604	2	14.4	-34.5908733	-58.4249866
paraguay|1100|recoleta	Paraguay	1100	Recoleta	-34.597982	-58.382484	-34.5979493550623	-58.3825941002885	2	10.7	-34.5979657	-58.3825391
vuelta de obligado|1700|belgrano	Vuelta De Obligado	1700	Belgrano					0			
estado de israel|4300|villa crespo	Estado De Israel	4300	Villa Crespo	-34.597973	-58.426316	-34.5978996953486	-58.4264394526556	2	13.9	-34.5979363	-58.4263777
malabia|100|villa crespo	Malabia	100	Villa Crespo	-34.601515	-58.442959	-34.6014878222301	-58.4428330458624	2	11.9	-34.6015014	-58.442896
av alvear|1900|recoleta	Av Alvear	1900	Recoleta	-34.587766	-58.389179	-34.5876467915456	-58.3891997064094	2	13.4	-34.5877064	-58.3891894
paraguay|4500|palermo	Paraguay	4500	Palermo	-34.584804	-58.424148	-34.5846697882878	-58.4242318322951	2	16.8	-34.5847369	-58.4241899
victor martinez|300|caballito	Victor Martinez	300	Caballito	-34.625243	-58.444547	-34.6253410227203	-58.4445953091837	2	11.7	-34.625292	-58.4445712
hortiguera|200|caballito	Hortiguera	200	Caballito	-34.624617	-58.446512	-34.6247233169138	-58.446531206678	2	11.9	-34.6246702	-58.4465216
humboldt|2000|palermo	Humboldt	2000	Palermo	-34.582472	-58.432723	-34.5824054206283	-58.4325575808508	2	16.9	-34.5824387	-58.4326403
amenabar|2000|belgrano	Amenabar	2000	Belgrano	-34.564228	-58.457688	-34.5640917467751	-58.4577490630807	2	16.1	-34.5641599	-58.4577185
alvear|1700|recoleta	Alvear	1700	Recoleta	-34.589162	-58.386986	-34.5861281036758	-58.3894876709402	2	407.4	-34.5876451	-58.3882368
marta lynch|400|puerto madero	Marta Lynch	400	Puerto Madero	-34.609438	-58.362851	-34.6094381348963	-58.362820304482	2	2.8	-34.6094381	-58.3628357
carlos calvo|2100|san cristobal	Carlos Calvo	2100	San Cristobal	-34.620625	-58.39579	-34.6206285191496	-58.3958053426587	2	1.5	-34.6206268	-58.3957977
migueletes|2200|belgrano	Migueletes	2200	Belgrano	-34.555201	-58.447446	-34.5551038216576	-58.4474731176947	2	11.1	-34.5551524	-58.4474596
republica de la india|2700|palermo	República De La India	2700	Palermo					0			
huergo|400|puerto madero	Huergo	400	Puerto Madero	-34.572407	-58.432869	-34.5723132051288	-58.432922642747	2	11.5	-34.5723601	-58.4328958
maure|1600|palermo	Maure	1600	Palermo	-34.565761	-58.435101	-34.5658150894723	-58.4351981011592	2	10.7	-34.565788	-58.4351496
sarmiento|2000|san nicolas	Sarmiento	2000	San Nicolas	-34.605881	-58.394989	-34.6058575117897	-58.3951422706192	2	14.3	-34.6058693	-58.3950656
cochabamba|700|san telmo	Cochabamba	700	San Telmo	-34.623418	-58.375433	-34.6233880742742	-58.3755510363175	2	11.3	-34.623403	-58.375492
freire|2100|belgrano	Freire	2100	Belgrano	-34.566697	-58.46437	-34.5665982789869	-58.464396095672	2	11.2	-34.5666476	-58.464383
santos dumont|2500|belgrano	Santos Dumont	2500	Belgrano	-34.57447	-58.439483	-34.5745091767647	-58.4395978518881	2	11.4	-34.5744896	-58.4395404
llavallol|3700|villa devoto	Llavallol	3700	Villa Devoto	-34.597699	-58.502215	-34.5976034511338	-58.5022509895519	2	11.1	-34.5976512	-58.502233
av libertador|800|recoleta	Av. Libertador	800	Recoleta	-34.587855	-58.383859	-34.5876792238071	-58.3838435656555	2	19.6	-34.5877671	-58.3838513
av independencia|1520|san cristobal	Av. Independencia	1520	San Cristobal	-34.618006	-58.387769	-34.6179226875963	-58.38775232865056	2	9.4	-34.6179643	-58.3877607
ugarteche|3000|palermo	Ugarteche	3000	Palermo	-34.581273	-58.412434	-34.5812117995356	-58.4123270511606	2	11.9	-34.5812424	-58.4123805
colpayo|700|caballito	Colpayo	700	Caballito	-34.612401	-58.443292	-34.6123029920886	-58.443279798475	2	10.9	-34.612352	-58.4432859
aguero|1000|recoleta	Aguero	1000	Recoleta	-34.598174	-58.410377	-34.5980927804392	-58.4102942507898	2	11.8	-34.5981334	-58.4103356
paraguay|5100|palermo	Paraguay	5100	Palermo	-34.580279	-58.42997	-34.5801770699629	-58.4300040338741	2	11.7	-34.580228	-58.429987
silvio l ruggieri|2900|palermo	Silvio L Ruggieri	2900	Palermo	-34.580873	-58.407377	-34.5808041023078	-58.407278330899	2	11.8	-34.5808386	-58.4073277
arroyo|800|retiro	Arroyo	800	Retiro	-34.604717	-58.452392	-34.6047636422037	-58.4525685587372	2	17.0	-34.6047403	-58.4524803
av del libertador|7000|nunez	Av. Del Libertador	7000	Nuñez	-34.548221	-58.455716	-34.5480384146615	-58.4557399349354	2	20.4	-34.5481297	-58.455728
ecuador|1000|recoleta	Ecuador	1000	Recoleta	-34.598112	-58.405676	-34.5980410181634	-58.4055863864143	2	11.4	-34.5980765	-58.4056312
av mosconi|3200|villa devoto	Avenida Mosconi	3200	Villa Devoto	-34.588685	-58.506019	-34.5886819225519	-58.5061775881903	2	14.6	-34.5886835	-58.5060983
av santa fe|2800|recoleta	Avenida Santa Fe	2800	Recoleta	-34.59272	-58.406046	-34.592571469977	-58.40608184686	2	16.8	-34.5926457	-58.4060639
av del libertador|6886|nunez	Av. Del Libertador	6886	Nuñez	-34.548847	-58.454994	-34.548769809806394	-58.454895610222124	2	12.4	-34.5488084	-58.4549448
jeronimo salguero|2700|palermo	Jerónimo Salguero	2700	Palermo	-34.580434	-58.408546	-34.5803867866483	-58.4084291288502	2	11.9	-34.5804104	-58.4084876
escalada|1841|parque avellaneda	Escalada	1841	Parque Avellaneda	-34.654317	-58.483346	-34.6542206414679	-58.48338810107389	2	11.4	-34.6542688	-58.4833671
av libertador|2100|palermo	Av. Libertador	2100	Palermo	-34.58185	-58.402364	-34.5817373629042	-58.402487372128	2	16.9	-34.5817937	-58.4024257
aranguren|1800|caballito	Aranguren	1800	Caballito	-34.619969	-58.456399	-34.6200071108268	-58.4566230455094	2	21.0	-34.6199881	-58.456511
boulevard azucena villaflor|489|puerto madero	Boulevard Azucena Villaflor	489	Puerto Madero					0			
arenales|900|retiro	Arenales	900	Retiro	-34.594147	-58.379819	-34.5941107050881	-58.3799725784267	2	14.7	-34.5941289	-58.3798958
nunez|5200|villa urquiza	Nuñez	5200	Villa Urquiza	-34.563726	-58.493159	-34.5637568652766	-58.4933235166514	2	15.5	-34.5637414	-58.4932413
